time_period,time_identifier,geographic_level,country_code,country_name,characteristic_value,subject,percent_entered,number_of_students,version,year
202122,Academic year,National,E92000001,England,Female,Maths & computer science,0.9,1424,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & computer science,6.6,8399,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & computer science,3.5,9823,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & further maths,2.3,3533,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & further maths,7.1,9062,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & further maths,4.4,12595,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths & physics,4.1,6356,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths & physics,18.1,23194,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths & physics,10.4,29550,Revised,2022
202122,Academic year,National,E92000001,England,Female,Physics & computer science,0.4,579,Revised,2022
202122,Academic year,National,E92000001,England,Male,Physics & computer science,3.9,4969,Revised,2022
202122,Academic year,National,E92000001,England,All students,Physics & computer science,2,5548,Revised,2022
202122,Academic year,National,E92000001,England,Female,Maths,20.2,31445,Revised,2022
202122,Academic year,National,E92000001,England,Male,Maths,40.9,52337,Revised,2022
202122,Academic year,National,E92000001,England,All students,Maths,29.5,83783,Revised,2022
202122,Academic year,National,E92000001,England,Female,Further maths,2.5,3904,Revised,2022
202122,Academic year,National,E92000001,England,Male,Further maths,7.8,9968,Revised,2022
202122,Academic year,National,E92000001,England,All students,Further maths,4.9,13872,Revised,2022
202122,Academic year,National,E92000001,England,Female,Biology,25.8,40136,Revised,2022
202122,Academic year,National,E92000001,England,Male,Biology,17.9,22875,Revised,2022
202122,Academic year,National,E92000001,England,All students,Biology,22.2,63013,Revised,2022
202122,Academic year,National,E92000001,England,Female,Chemistry,18.4,28713,Revised,2022
202122,Academic year,National,E92000001,England,Male,Chemistry,18.1,23132,Revised,2022
202122,Academic year,National,E92000001,England,All students,Chemistry,18.3,51847,Revised,2022
202122,Academic year,National,E92000001,England,Female,Physics,5.2,8098,Revised,2022
202122,Academic year,National,E92000001,England,Male,Physics,21.3,27243,Revised,2022
202122,Academic year,National,E92000001,England,All students,Physics,12.5,35341,Revised,2022
202122,Academic year,National,E92000001,England,Female,Computer science,1.4,2244,Revised,2022
202122,Academic year,National,E92000001,England,Male,Computer science,9.8,12550,Revised,2022
202122,Academic year,National,E92000001,England,All students,Computer science,5.2,14794,Revised,2022
202122,Academic year,National,E92000001,England,Female,Zero maths/science subjects,60.2,93761,Revised,2022
202122,Academic year,National,E92000001,England,Male,Zero maths/science subjects,43.4,55565,Revised,2022
202122,Academic year,National,E92000001,England,All students,Zero maths/science subjects,52.6,149327,Revised,2022
202122,Academic year,National,E92000001,England,Female,Six maths/science subjects,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Male,Six maths/science subjects,0,0,Revised,2022
202122,Academic year,National,E92000001,England,All students,Six maths/science subjects,0,0,Revised,2022
202122,Academic year,National,E92000001,England,Female,Five maths/science subjects,0,17,Revised,2022
202122,Academic year,National,E92000001,England,Male,Five maths/science subjects,0,27,Revised,2022
202122,Academic year,National,E92000001,England,All students,Five maths/science subjects,0,44,Revised,2022
202122,Academic year,National,E92000001,England,Female,Four maths/science subjects,0.9,1471,Revised,2022
202122,Academic year,National,E92000001,England,Male,Four maths/science subjects,3,3881,Revised,2022
202122,Academic year,National,E92000001,England,All students,Four maths/science subjects,1.9,5352,Revised,2022
202122,Academic year,National,E92000001,England,Female,Three maths/science subjects,9.3,14566,Revised,2022
202122,Academic year,National,E92000001,England,Male,Three maths/science subjects,18.8,24057,Revised,2022
202122,Academic year,National,E92000001,England,All students,Three maths/science subjects,13.6,38624,Revised,2022
202122,Academic year,National,E92000001,England,Female,Two maths/science subjects,23.4,36437,Revised,2022
202122,Academic year,National,E92000001,England,Male,Two maths/science subjects,37.3,47764,Revised,2022
202122,Academic year,National,E92000001,England,All students,Two maths/science subjects,29.7,84203,Revised,2022
202122,Academic year,National,E92000001,England,Female,One maths/science subject,39.8,62049,Revised,2022
202122,Academic year,National,E92000001,England,Male,One maths/science subject,56.6,72376,Revised,2022
202122,Academic year,National,E92000001,England,All students,One maths/science subject,47.4,134427,Revised,2022
202122,Academic year,National,E92000001,England,Female,Total students,100,155810,Revised,2022
202122,Academic year,National,E92000001,England,Male,Total students,100,127941,Revised,2022
202122,Academic year,National,E92000001,England,All students,Total students,100,283754,Revised,2022
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics,0,14,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics,0,22,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics,0,36,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics & computer science,0,4,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics & computer science,0,4,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics & computer science,0,4,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics & computer science,0,6,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics & computer science,0,10,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & chemistry & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & chemistry & physics & computer science,0,2,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & chemistry & physics & computer science,0,2,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics,NA,NA,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics,NA,NA,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics,0,37,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & physics & computer science,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & physics & computer science,0,4,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & physics & computer science,0,4,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & chemistry & physics & computer science,NA,NA,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & chemistry & physics & computer science,NA,NA,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & chemistry & physics & computer science,0,11,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & computer science,0,20,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & computer science,0,24,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & computer science,0,44,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics,0.2,324,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics,0.3,416,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics,0.3,740,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & physics & computer science,0,1,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & physics & computer science,0,16,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & physics & computer science,0,17,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & chemistry & physics & computer science,0,13,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & chemistry & physics & computer science,0.1,61,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & chemistry & physics & computer science,0,74,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry,0.3,464,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry,0.3,410,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry,0.3,874,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & computer science,0,3,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & computer science,0,18,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & computer science,0,21,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics,0,67,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics,0.1,130,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics,0.1,197,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & computer science,0,23,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & computer science,0.1,78,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & computer science,0,101,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics,0.5,679,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics,1.8,2155,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics,1.1,2834,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & physics & computer science,0.1,202,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & physics & computer science,1,1186,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & physics & computer science,0.5,1388,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & chemistry & computer science,0.1,75,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & chemistry & computer science,0.1,145,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & chemistry & computer science,0.1,220,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & chemistry & physics,0.6,930,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & chemistry & physics,0.9,1024,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & chemistry & physics,0.7,1954,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & physics & computer science,0,4,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & physics & computer science,0,46,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & physics & computer science,0,50,Final,2021
202021,Academic year,National,E92000001,England,Female,Chemistry & physics & computer science,0,21,Final,2021
202021,Academic year,National,E92000001,England,Male,Chemistry & physics & computer science,0.1,109,Final,2021
202021,Academic year,National,E92000001,England,All students,Chemistry & physics & computer science,0,130,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry,0.3,466,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry,0.3,411,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry,0.3,877,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & computer science,0,3,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & computer science,0,18,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & computer science,0,21,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology & physics,NA,NA,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology & physics,NA,NA,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology & physics,0.1,199,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & chemistry & computer science,0,23,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & chemistry & computer science,0.1,79,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & chemistry & computer science,0,102,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & chemistry & physics,0.5,682,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & chemistry & physics,1.8,2169,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & chemistry & physics,1.1,2851,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & physics & computer science,0.1,203,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & physics & computer science,1,1190,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & physics & computer science,0.5,1393,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & chemistry,6.6,9772,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & chemistry,5.8,6971,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & chemistry,6.3,16743,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & computer science,0.1,74,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & computer science,0.2,226,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & computer science,0.1,300,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology & physics,0.5,799,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology & physics,1.3,1560,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology & physics,0.9,2359,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & chemistry & computer science,0.1,139,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & chemistry & computer science,0.4,453,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & chemistry & computer science,0.2,592,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & chemistry & physics,1.6,2370,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & chemistry & physics,5.9,7093,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & chemistry & physics,3.5,9463,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & biology,0.4,638,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & biology,0.5,623,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & biology,0.5,1261,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry,1.1,1567,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry,2.6,3139,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry,1.8,4706,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & computer science,0.2,363,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & computer science,1.7,1981,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & computer science,0.9,2344,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths & physics,1.3,1978,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths & physics,5.8,6991,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths & physics,3.4,8969,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & physics & computer science,0.3,502,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & physics & computer science,3.4,4047,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & physics & computer science,1.7,4549,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & chemistry,14.8,21826,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & chemistry,10.3,12356,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & chemistry,12.8,34182,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & computer science,0.1,179,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & computer science,0.5,562,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & computer science,0.3,741,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology & physics,1.1,1609,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology & physics,2.2,2626,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology & physics,1.6,4235,Final,2021
202021,Academic year,National,E92000001,England,Female,Chemistry & computer science,0.1,219,Final,2021
202021,Academic year,National,E92000001,England,Male,Chemistry & computer science,0.6,709,Final,2021
202021,Academic year,National,E92000001,England,All students,Chemistry & computer science,0.3,928,Final,2021
202021,Academic year,National,E92000001,England,Female,Chemistry & physics,2.1,3139,Final,2021
202021,Academic year,National,E92000001,England,Male,Chemistry & physics,6.8,8127,Final,2021
202021,Academic year,National,E92000001,England,All students,Chemistry & physics,4.2,11266,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & biology,0.4,640,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & biology,0.5,625,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & biology,0.5,1265,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & chemistry,1.1,1572,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & chemistry,2.6,3156,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & chemistry,1.8,4728,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & computer science,0.2,364,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & computer science,1.7,1985,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & computer science,0.9,2349,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths & physics,1.3,1986,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths & physics,5.9,7019,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths & physics,3.4,9005,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & biology,9,13272,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & biology,8.5,10229,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & biology,8.8,23501,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & chemistry,9.8,14445,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & chemistry,14,16746,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & chemistry,11.7,31191,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & computer science,0.9,1298,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & computer science,6.3,7538,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & computer science,3.3,8836,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & further maths,2.8,4090,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & further maths,8.5,10154,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & further maths,5.3,14244,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths & physics,4.6,6771,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths & physics,20.3,24281,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths & physics,11.6,31052,Final,2021
202021,Academic year,National,E92000001,England,Female,Physics & computer science,0.4,537,Final,2021
202021,Academic year,National,E92000001,England,Male,Physics & computer science,3.7,4423,Final,2021
202021,Academic year,National,E92000001,England,All students,Physics & computer science,1.9,4960,Final,2021
202021,Academic year,National,E92000001,England,Female,Maths,22.4,33023,Final,2021
202021,Academic year,National,E92000001,England,Male,Maths,43.8,52520,Final,2021
202021,Academic year,National,E92000001,England,All students,Maths,32,85544,Final,2021
202021,Academic year,National,E92000001,England,Female,Further maths,2.8,4113,Final,2021
202021,Academic year,National,E92000001,England,Male,Further maths,8.5,10193,Final,2021
202021,Academic year,National,E92000001,England,All students,Further maths,5.3,14306,Final,2021
202021,Academic year,National,E92000001,England,Female,Biology,25.8,38116,Final,2021
202021,Academic year,National,E92000001,England,Male,Biology,18.1,21689,Final,2021
202021,Academic year,National,E92000001,England,All students,Biology,22.4,59805,Final,2021
202021,Academic year,National,E92000001,England,Female,Chemistry,19,28038,Final,2021
202021,Academic year,National,E92000001,England,Male,Chemistry,19.7,23664,Final,2021
202021,Academic year,National,E92000001,England,All students,Chemistry,19.3,51702,Final,2021
202021,Academic year,National,E92000001,England,Female,Physics,5.6,8198,Final,2021
202021,Academic year,National,E92000001,England,Male,Physics,23,27575,Final,2021
202021,Academic year,National,E92000001,England,All students,Physics,13.4,35773,Final,2021
202021,Academic year,National,E92000001,England,Female,Computer science,1.3,1855,Final,2021
202021,Academic year,National,E92000001,England,Male,Computer science,8.9,10718,Final,2021
202021,Academic year,National,E92000001,England,All students,Computer science,4.7,12573,Final,2021
202021,Academic year,National,E92000001,England,Female,Zero maths/science subjects,59.2,87325,Final,2021
202021,Academic year,National,E92000001,England,Male,Zero maths/science subjects,41.8,50153,Final,2021
202021,Academic year,National,E92000001,England,All students,Zero maths/science subjects,51.4,137478,Final,2021
202021,Academic year,National,E92000001,England,Female,Six maths/science subjects,0,0,Final,2021
202021,Academic year,National,E92000001,England,Male,Six maths/science subjects,0,0,Final,2021
202021,Academic year,National,E92000001,England,All students,Six maths/science subjects,0,0,Final,2021
202021,Academic year,National,E92000001,England,Female,Five maths/science subjects,0,18,Final,2021
202021,Academic year,National,E92000001,England,Male,Five maths/science subjects,0,32,Final,2021
202021,Academic year,National,E92000001,England,All students,Five maths/science subjects,0,50,Final,2021
202021,Academic year,National,E92000001,England,Female,Four maths/science subjects,1.2,1743,Final,2021
202021,Academic year,National,E92000001,England,Male,Four maths/science subjects,3.7,4401,Final,2021
202021,Academic year,National,E92000001,England,All students,Four maths/science subjects,2.3,6144,Final,2021
202021,Academic year,National,E92000001,England,Female,Three maths/science subjects,10.4,15340,Final,2021
202021,Academic year,National,E92000001,England,Male,Three maths/science subjects,20.9,25011,Final,2021
202021,Academic year,National,E92000001,England,All students,Three maths/science subjects,15.1,40351,Final,2021
202021,Academic year,National,E92000001,England,Female,Two maths/science subjects,24.4,35966,Final,2021
202021,Academic year,National,E92000001,England,Male,Two maths/science subjects,39.4,47183,Final,2021
202021,Academic year,National,E92000001,England,All students,Two maths/science subjects,31.1,83149,Final,2021
202021,Academic year,National,E92000001,England,Female,One maths/science subject,40.8,60276,Final,2021
202021,Academic year,National,E92000001,England,Male,One maths/science subject,58.2,69732,Final,2021
202021,Academic year,National,E92000001,England,All students,One maths/science subject,48.6,130009,Final,2021
202021,Academic year,National,E92000001,England,Female,Total students,100,147601,Final,2021
202021,Academic year,National,E92000001,England,Male,Total students,100,119885,Final,2021
202021,Academic year,National,E92000001,England,All students,Total students,100,267487,Final,2021
201920,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry & physics,0,15,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry & physics,0,33,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry & physics,0,48,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & further maths & biology & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & further maths & biology & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & further maths & biology & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & further maths & chemistry & physics & computer science,0,2,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & further maths & chemistry & physics & computer science,0,12,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & further maths & chemistry & physics & computer science,0,14,Final,2020
201920,Academic year,National,E92000001,England,Female,Biology & chemistry & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Biology & chemistry & physics & computer science,0,3,Final,2020
201920,Academic year,National,E92000001,England,All students,Biology & chemistry & physics & computer science,0,3,Final,2020
201920,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Further maths & biology & chemistry & physics,0,16,Final,2020
201920,Academic year,National,E92000001,England,Male,Further maths & biology & chemistry & physics,0,34,Final,2020
201920,Academic year,National,E92000001,England,All students,Further maths & biology & chemistry & physics,0,50,Final,2020
201920,Academic year,National,E92000001,England,Female,Further maths & biology & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Male,Further maths & biology & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,All students,Further maths & biology & physics & computer science,0,0,Final,2020
201920,Academic year,National,E92000001,England,Female,Further maths & chemistry & physics & computer science,0,2,Final,2020
201920,Academic year,National,E92000001,England,Male,Further maths & chemistry & physics & computer science,0,12,Final,2020
201920,Academic year,National,E92000001,England,All students,Further maths & chemistry & physics & computer science,0,14,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & computer science,0,13,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & computer science,0,17,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & computer science,0,30,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & biology & chemistry & physics,0.2,299,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & biology & chemistry & physics,0.4,420,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & biology & chemistry & physics,0.3,719,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & biology & physics & computer science,0,1,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & biology & physics & computer science,0,8,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & biology & physics & computer science,0,9,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & chemistry & physics & computer science,0,12,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & chemistry & physics & computer science,0.1,68,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & chemistry & physics & computer science,0,80,Final,2020
201920,Academic year,National,E92000001,England,Female,Maths & further maths & biology & chemistry,0.2,348,Final,2020
201920,Academic year,National,E92000001,England,Male,Maths & further maths & biology & chemistry,0.3,345,Final,2020
201920,Academic year,National,E92000001,England,All students,Maths & further maths & biology & chemistry,0.3,693,Final,2020
