time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,establishment_type_group,characteristic_sex,number_of_students,aps_per_entry,aps_per_entry_2013_2015,aps_per_entry_grade,aps_per_entry_grade_2013_2015,year_2013_2015,year
201516,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Male,40357,27.62,NA,C-,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Male,19108,39.97,NA,B,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,112747,31.59,NA,C,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Male,147709,30.74,NA,C,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Male,93635,29.63,NA,C,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Male,129049,29.17,NA,C,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Male,54641,30.9,NA,C,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Free schools,All state-funded schools,Male,363,25.01,NA,C-,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Free schools 16-19,All state-funded schools,Male,539,33.61,NA,C+,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Male,19019,40.01,NA,B,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Male,89,26.17,NA,C-,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Male,26741,28.32,NA,C-,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Male,12527,24.79,NA,D+,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Male,27830,28.72,NA,C,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Male,10152,25.16,NA,C-,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,Studio schools,All state-funded schools,Male,158,23.44,NA,D+,NA,NA,2016
201516,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),All state-funded schools,Male,797,18.64,NA,D,NA,NA,2016
201415,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,All students,72919,NA,208,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,All students,34813,NA,242.5,NA,B,2015,2015
201415,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,193266,NA,219.1,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,All students,266185,NA,216.1,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,All students,158446,NA,213.7,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,All students,231209,NA,211.9,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,All students,94168,NA,217.5,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Free schools,All state-funded schools,All students,292,NA,204.1,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Free schools 16-19,All state-funded schools,All students,394,NA,220.3,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,All students,34738,NA,242.5,NA,B,2015,2015
201415,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,All students,75,NA,196.8,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,All students,48921,NA,209.9,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,All students,20250,NA,203,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,All students,52669,NA,209.8,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,All students,13850,NA,198.9,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Studio schools,All state-funded schools,All students,120,NA,181.4,NA,D,2015,2015
201415,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),All state-funded schools,All students,317,NA,177.6,NA,D,2015,2015
201415,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Female,42563,NA,211.3,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Female,17579,NA,244.7,NA,B+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,105209,NA,221.3,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Female,147772,NA,218.4,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Female,87627,NA,216.4,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Female,130149,NA,214.7,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Female,52012,NA,219.9,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Free schools,All state-funded schools,Female,138,NA,209.2,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Free schools 16-19,All state-funded schools,Female,203,NA,221.6,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Female,17560,NA,244.8,NA,B+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Female,19,NA,195.5,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Female,27207,NA,212.7,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Female,12218,NA,205.3,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Female,30345,NA,213.6,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Female,7693,NA,201.7,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Studio schools,All state-funded schools,Female,59,NA,188.8,NA,D+,2015,2015
201415,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),All state-funded schools,Female,88,NA,195.6,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Male,30356,NA,203.3,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Male,17234,NA,240.2,NA,B,2015,2015
201415,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,88057,NA,216.5,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Male,118413,NA,213.1,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Male,70819,NA,210.4,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Male,101060,NA,208.3,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Male,42156,NA,214.4,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Free schools,All state-funded schools,Male,154,NA,199.8,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Free schools 16-19,All state-funded schools,Male,191,NA,218.9,NA,C+,2015,2015
201415,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Male,17178,NA,240.3,NA,B,2015,2015
201415,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Male,56,NA,197.2,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Male,21714,NA,206.4,NA,C,2015,2015
201415,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Male,8032,NA,199.3,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Male,22324,NA,204.6,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Male,6157,NA,195.4,NA,C-,2015,2015
201415,Academic year,National,E92000001,England,Revised,Studio schools,All state-funded schools,Male,61,NA,174.4,NA,D-,2015,2015
201415,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),All state-funded schools,Male,229,NA,169,NA,D-,2015,2015
201314,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,All students,72197,NA,206.7,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,All students,33647,NA,243.2,NA,B,2014,2014
201314,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,185234,NA,219,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,All students,257431,NA,215.5,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,All students,151587,NA,213.3,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,All students,223655,NA,211.2,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,All students,86886,NA,217,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,All students,33570,NA,243.3,NA,B,2014,2014
201314,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,All students,77,NA,189.8,NA,D+,2014,2014
201314,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,All students,52061,NA,209.9,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,All students,21377,NA,202.2,NA,C-,2014,2014
201314,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,All students,50820,NA,208.5,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,All students,11717,NA,197.6,NA,C-,2014,2014
201314,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Female,41871,NA,210.1,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Female,16914,NA,245.3,NA,B+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,99815,NA,221.2,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Female,141686,NA,217.9,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Female,82901,NA,216.1,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Female,124746,NA,214.1,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Female,47540,NA,219.6,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Female,16897,NA,245.3,NA,B+,2014,2014
201314,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Female,17,NA,182.2,NA,D,2014,2014
201314,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Female,28582,NA,212.8,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Female,12742,NA,204.9,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Female,29129,NA,212.2,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Female,6336,NA,201.2,NA,C-,2014,2014
201314,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Male,30326,NA,202,NA,C-,2014,2014
201314,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Male,16733,NA,241.2,NA,B,2014,2014
201314,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,85419,NA,216.3,NA,C+,2014,2014
201314,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Male,115745,NA,212.6,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Male,68686,NA,210,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Male,98909,NA,207.5,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Male,39346,NA,213.8,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Male,16673,NA,241.3,NA,B,2014,2014
201314,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Male,60,NA,192,NA,D+,2014,2014
201314,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Male,23479,NA,206.4,NA,C,2014,2014
201314,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Male,8635,NA,198.1,NA,C-,2014,2014
201314,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Male,21691,NA,203.5,NA,C-,2014,2014
201314,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Male,5381,NA,193.3,NA,D+,2014,2014
201213,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,All students,74468,NA,207.4,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,All students,33999,NA,243.7,NA,B,2013,2013
201213,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,187045,NA,218.9,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,All students,261513,NA,215.6,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,All students,153046,NA,213.2,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,All students,79200,NA,217.9,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,All students,33905,NA,243.8,NA,B,2013,2013
201213,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,All students,94,NA,199.5,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,All students,63418,NA,208.9,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,All students,22499,NA,203.4,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,All students,51969,NA,209,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,All students,9857,NA,198.5,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Female,42752,NA,210.9,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Female,16867,NA,246.6,NA,B+,2013,2013
201213,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,100572,NA,221.3,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Female,143324,NA,218.1,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Female,83705,NA,216,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Female,43417,NA,220.7,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Female,16840,NA,246.6,NA,B+,2013,2013
201213,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Female,27,NA,199,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Female,34626,NA,211.7,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Female,13325,NA,206,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Female,29427,NA,212.9,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Female,5412,NA,201.2,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,All FE sector colleges,All FE sector colleges,Male,31716,NA,202.6,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,All independent schools,All independent schools,Male,17132,NA,240.9,NA,B,2013,2013
201213,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,86473,NA,216.2,NA,C+,2013,2013
201213,Academic year,National,E92000001,England,Revised,All institutions,All Institutions,Male,118189,NA,212.6,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,All state-funded schools,All state-funded schools,Male,69341,NA,209.9,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,All state-funded schools,Male,35783,NA,214.6,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Independent schools,All independent schools,Male,17065,NA,241,NA,B,2013,2013
201213,Academic year,National,E92000001,England,Revised,Independent special schools,All independent schools,Male,67,NA,199.7,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,All state-funded schools,Male,28792,NA,205.6,NA,C,2013,2013
201213,Academic year,National,E92000001,England,Revised,Other FE sector colleges,All FE sector colleges,Male,9174,NA,199.6,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,Sixth form colleges,All FE sector colleges,Male,22542,NA,203.8,NA,C-,2013,2013
201213,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,All state-funded schools,Male,4445,NA,195.2,NA,C-,2013,2013
