year,time_period,school_type,school_type_group,characteristic_gender,number_of_students,aps,aps_grade,version,cert_type
2016,201516,All state-funded schools and colleges,All state-funded,All students,286399,30.44,C,Revised,Alevel
2016,201516,Converter academies - mainstream,State-funded schools,All students,118274,32.07,C+,Revised,Alevel
2016,201516,Free schools,State-funded schools,All students,602,26.23,C-,Revised,Alevel
2016,201516,Free schools 16-19,State-funded schools,All students,1100,33.89,C+,Revised,Alevel
2016,201516,Independent schools,Independent schools,All students,37744,40.79,B,Revised,Alevel
2016,201516,Independent special schools,Independent schools,All students,123,24.73,D+,Revised,Alevel
2016,201516,LA maintained mainstream schools,State-funded schools,All students,58737,29.63,C,Revised,Alevel
2016,201516,Other FE sector colleges,FE sector colleges,All students,30206,26.28,C-,Revised,Alevel
2016,201516,Sixth form colleges,FE sector colleges,All students,64253,30.4,C,Revised,Alevel
2016,201516,Sponsored academies - mainstream,State-funded schools,All students,21259,26.18,C-,Revised,Alevel
2016,201516,Studio schools,State-funded schools,All students,292,24.73,D+,Revised,Alevel
2016,201516,University technical colleges (UTCs),State-funded schools,All students,1059,20.22,D,Revised,Alevel
2016,201516,All FE sector colleges,FE sector colleges,Female,54102,30.34,C,Revised,Alevel
2016,201516,All independent schools,Independent schools,Female,18759,41.55,B,Revised,Alevel
2016,201516,All schools,All schools,Female,127002,33.43,C+,Revised,Alevel
2016,201516,All schools and FE sector colleges,All Institutions,Female,175564,32.65,C+,Revised,Alevel
2016,201516,All state-funded schools,State-funded schools,Female,108236,31.85,C+,Revised,Alevel
2016,201516,All state-funded schools and colleges,All state-funded,Female,157350,31.45,C,Revised,Alevel
2016,201516,Converter academies - mainstream,State-funded schools,Female,63633,33.03,C+,Revised,Alevel
2016,201516,Free schools,State-funded schools,Female,239,27.85,C-,Revised,Alevel
2016,201516,Free schools 16-19,State-funded schools,Female,561,34.16,C+,Revised,Alevel
2016,201516,Independent schools,Independent schools,Female,18725,41.57,B,Revised,Alevel
2016,201516,Independent special schools,Independent schools,Female,34,21.34,D,Revised,Alevel
2016,201516,LA maintained mainstream schools,State-funded schools,Female,31996,30.68,C,Revised,Alevel
2016,201516,Other FE sector colleges,FE sector colleges,Female,17679,27.28,C-,Revised,Alevel
2016,201516,Sixth form colleges,FE sector colleges,Female,36423,31.63,C,Revised,Alevel
2016,201516,Sponsored academies - mainstream,State-funded schools,Female,11107,27.09,C-,Revised,Alevel
2016,201516,Studio schools,State-funded schools,Female,134,26.4,C-,Revised,Alevel
2016,201516,University technical colleges (UTCs),State-funded schools,Female,262,24.08,D+,Revised,Alevel
2016,201516,All FE sector colleges,FE sector colleges,Male,40357,27.62,C-,Revised,Alevel
2016,201516,All independent schools,Independent schools,Male,19108,39.97,B,Revised,Alevel
2016,201516,All schools,All schools,Male,112747,31.59,C,Revised,Alevel
2016,201516,All schools and FE sector colleges,All Institutions,Male,147709,30.74,C,Revised,Alevel
2016,201516,All state-funded schools,State-funded schools,Male,93635,29.63,C,Revised,Alevel
2016,201516,All state-funded schools and colleges,All state-funded,Male,129049,29.17,C,Revised,Alevel
2016,201516,Converter academies - mainstream,State-funded schools,Male,54641,30.9,C,Revised,Alevel
2016,201516,Free schools,State-funded schools,Male,363,25.01,C-,Revised,Alevel
2016,201516,Free schools 16-19,State-funded schools,Male,539,33.61,C+,Revised,Alevel
2016,201516,Independent schools,Independent schools,Male,19019,40.01,B,Revised,Alevel
2016,201516,Independent special schools,Independent schools,Male,89,26.17,C-,Revised,Alevel
2016,201516,LA maintained mainstream schools,State-funded schools,Male,26741,28.32,C-,Revised,Alevel
2016,201516,Other FE sector colleges,FE sector colleges,Male,12527,24.79,D+,Revised,Alevel
2016,201516,Sixth form colleges,FE sector colleges,Male,27830,28.72,C,Revised,Alevel
2016,201516,Sponsored academies - mainstream,State-funded schools,Male,10152,25.16,C-,Revised,Alevel
2016,201516,Studio schools,State-funded schools,Male,158,23.44,D+,Revised,Alevel
2016,201516,University technical colleges (UTCs),State-funded schools,Male,797,18.64,D,Revised,Alevel
2022,202122,All FE sector colleges,FE sector colleges,All students,17789,29.0441,Merit+,Provisional,Tech level
2022,202122,All independent schools,Independent schools,All students,181,34.6935,Dist,Provisional,Tech level
2022,202122,All schools,All schools,All students,9294,34.9294,Dist,Provisional,Tech level
2022,202122,All schools and FE sector colleges,All Institutions,All students,27074,30.6074,Dist-,Provisional,Tech level
2022,202122,All state-funded schools,State-funded schools,All students,9106,34.9394,Dist,Provisional,Tech level
2022,202122,All state-funded schools and colleges,All state-funded,All students,26887,30.593,Dist-,Provisional,Tech level
2022,202122,Converter academies - mainstream,State-funded schools,All students,4234,36.2979,Dist,Provisional,Tech level
2022,202122,Free schools,State-funded schools,All students,131,38.224,Dist+,Provisional,Tech level
2022,202122,Free schools 16-19,State-funded schools,All students,204,33.1833,Dist-,Provisional,Tech level
2022,202122,Independent schools,Independent schools,All students,177,35.0932,Dist,Provisional,Tech level
2022,202122,Independent special schools,Independent schools,All students,4,14.4444,Pass,Provisional,Tech level
2022,202122,LA maintained mainstream schools,State-funded schools,All students,1463,35.0688,Dist,Provisional,Tech level
2022,202122,Other FE sector colleges,FE sector colleges,All students,16201,28.584,Merit+,Provisional,Tech level
2022,202122,Sixth form colleges,FE sector colleges,All students,1588,34.9535,Dist,Provisional,Tech level
2022,202122,Sponsored academies - mainstream,State-funded schools,All students,1607,33.9447,Dist,Provisional,Tech level
2022,202122,Studio schools,State-funded schools,All students,135,30.5835,Dist-,Provisional,Tech level
2022,202122,University Technical Colleges (UTCs),State-funded schools,All students,1313,32.7248,Dist-,Provisional,Tech level
2022,202122,All FE sector colleges,FE sector colleges,Female,9823,29.4096,Merit+,Provisional,Tech level
2022,202122,All independent schools,Independent schools,Female,46,39.7131,Dist+,Provisional,Tech level
2022,202122,All schools,All schools,Female,2748,37.0954,Dist+,Provisional,Tech level
2022,202122,All schools and FE sector colleges,All Institutions,Female,12565,30.6628,Dist-,Provisional,Tech level
2022,202122,All state-funded schools,State-funded schools,Female,2700,37.0716,Dist+,Provisional,Tech level
2022,202122,All state-funded schools and colleges,All state-funded,Female,12518,30.6456,Dist-,Provisional,Tech level
2022,202122,Converter academies - mainstream,State-funded schools,Female,1406,38.2383,Dist+,Provisional,Tech level
2022,202122,Free schools,State-funded schools,Female,22,40.1648,Dist+,Provisional,Tech level
2022,202122,Free schools 16-19,State-funded schools,Female,49,30.736,Dist-,Provisional,Tech level
2022,202122,Independent schools,Independent schools,Female,45,40.7143,Dist+,Provisional,Tech level
2022,202122,Independent special schools,Independent schools,Female,1,0,U,Provisional,Tech level
2022,202122,LA maintained mainstream schools,State-funded schools,Female,486,36.9239,Dist+,Provisional,Tech level
2022,202122,Other FE sector colleges,FE sector colleges,Female,9340,29.1382,Merit+,Provisional,Tech level
2022,202122,Sixth form colleges,FE sector colleges,Female,483,35.8653,Dist,Provisional,Tech level
2022,202122,Sponsored academies - mainstream,State-funded schools,Female,493,34.9533,Dist,Provisional,Tech level
2022,202122,Studio schools,State-funded schools,Female,32,28.4127,Merit+,Provisional,Tech level
2022,202122,University Technical Colleges (UTCs),State-funded schools,Female,209,37.224,Dist+,Provisional,Tech level
2022,202122,All FE sector colleges,FE sector colleges,Male,7966,28.5486,Merit+,Provisional,Tech level
2022,202122,All independent schools,Independent schools,Male,135,32.9082,Dist-,Provisional,Tech level
2022,202122,All schools,All schools,Male,6546,33.9556,Dist,Provisional,Tech level
2022,202122,All schools and FE sector colleges,All Institutions,Male,14509,30.5508,Dist-,Provisional,Tech level
2022,202122,All state-funded schools,State-funded schools,Male,6406,33.9777,Dist,Provisional,Tech level
2022,202122,All state-funded schools and colleges,All state-funded,Male,14369,30.5392,Dist-,Provisional,Tech level
2022,202122,Converter academies - mainstream,State-funded schools,Male,2828,35.2026,Dist,Provisional,Tech level
2022,202122,Free schools,State-funded schools,Male,109,37.8679,Dist+,Provisional,Tech level
2022,202122,Free schools 16-19,State-funded schools,Male,155,34.3478,Dist,Provisional,Tech level
2022,202122,Independent schools,Independent schools,Male,132,33.1083,Dist-,Provisional,Tech level
2022,202122,Independent special schools,Independent schools,Male,3,21.6667,Merit-,Provisional,Tech level
2022,202122,LA maintained mainstream schools,State-funded schools,Male,977,33.9643,Dist,Provisional,Tech level
2022,202122,Other FE sector colleges,FE sector colleges,Male,6861,27.7691,Merit+,Provisional,Tech level
2022,202122,Sixth form colleges,FE sector colleges,Male,1105,34.5216,Dist,Provisional,Tech level
2022,202122,Sponsored academies - mainstream,State-funded schools,Male,1114,33.4294,Dist,Provisional,Tech level
2022,202122,Studio schools,State-funded schools,Male,103,31.3208,Dist-,Provisional,Tech level
2022,202122,University Technical Colleges (UTCs),State-funded schools,Male,1104,31.9499,Dist-,Provisional,Tech level
2021,202021,All FE sector colleges,FE sector colleges,All students,12198,29.9315,Merit+,Provisional,Tech level
2021,202021,All independent schools,Independent schools,All students,120,36.9914,Dist+,Provisional,Tech level
2021,202021,All schools,All schools,All students,8150,35.7248,Dist,Provisional,Tech level
2021,202021,All schools and FE sector colleges,All Institutions,All students,20213,31.7603,Dist-,Provisional,Tech level
2021,202021,All state-funded schools,State-funded schools,All students,8029,35.7097,Dist,Provisional,Tech level
2021,202021,All state-funded schools and colleges,All state-funded,All students,20092,31.7399,Dist-,Provisional,Tech level
2021,202021,Converter academies - mainstream,State-funded schools,All students,3734,37.0229,Dist+,Provisional,Tech level
2021,202021,Free schools,State-funded schools,All students,90,38.0295,Dist+,Provisional,Tech level
2021,202021,Free schools 16-19,State-funded schools,All students,70,34.0962,Dist,Provisional,Tech level
2021,202021,Independent schools,Independent schools,All students,120,36.9914,Dist+,Provisional,Tech level
2021,202021,Independent special schools,Independent schools,All students,0,z,z,Provisional,Tech level
2021,202021,LA maintained mainstream schools,State-funded schools,All students,1313,36.2582,Dist,Provisional,Tech level
2021,202021,Other FE sector colleges,FE sector colleges,All students,11421,29.442,Merit+,Provisional,Tech level
2021,202021,Sixth form colleges,FE sector colleges,All students,777,38.5425,Dist+,Provisional,Tech level
2021,202021,Sponsored academies - mainstream,State-funded schools,All students,1594,34.8922,Dist,Provisional,Tech level
2021,202021,Studio schools,State-funded schools,All students,139,31.2041,Dist-,Provisional,Tech level
2021,202021,University Technical Colleges (UTCs),State-funded schools,All students,1080,33.0669,Dist-,Provisional,Tech level
2021,202021,All FE sector colleges,FE sector colleges,Female,7873,30.8462,Dist-,Provisional,Tech level
2021,202021,All independent schools,Independent schools,Female,31,38.7209,Dist+,Provisional,Tech level
2021,202021,All schools,All schools,Female,2540,37.7394,Dist+,Provisional,Tech level
2021,202021,All schools and FE sector colleges,All Institutions,Female,10315,32.1405,Dist-,Provisional,Tech level
2021,202021,All state-funded schools,State-funded schools,Female,2509,37.73,Dist+,Provisional,Tech level
2021,202021,All state-funded schools and colleges,All state-funded,Female,10284,32.1288,Dist-,Provisional,Tech level
2021,202021,Converter academies - mainstream,State-funded schools,Female,1290,38.9994,Dist+,Provisional,Tech level
2021,202021,Free schools,State-funded schools,Female,15,37,Dist+,Provisional,Tech level
2021,202021,Free schools 16-19,State-funded schools,Female,35,32.4038,Dist-,Provisional,Tech level
2021,202021,Independent schools,Independent schools,Female,31,38.7209,Dist+,Provisional,Tech level
2021,202021,Independent special schools,Independent schools,Female,0,z,z,Provisional,Tech level
2021,202021,LA maintained mainstream schools,State-funded schools,Female,430,38.2765,Dist+,Provisional,Tech level
2021,202021,Other FE sector colleges,FE sector colleges,Female,7566,30.5462,Dist-,Provisional,Tech level
2021,202021,Sixth form colleges,FE sector colleges,Female,307,39.4595,Dist+,Provisional,Tech level
2021,202021,Sponsored academies - mainstream,State-funded schools,Female,479,35.9835,Dist,Provisional,Tech level
2021,202021,Studio schools,State-funded schools,Female,41,31.7576,Dist-,Provisional,Tech level
2021,202021,University Technical Colleges (UTCs),State-funded schools,Female,219,35.9614,Dist,Provisional,Tech level
2021,202021,All FE sector colleges,FE sector colleges,Male,4325,28.2347,Merit+,Provisional,Tech level
2021,202021,All independent schools,Independent schools,Male,89,36.4259,Dist,Provisional,Tech level
2021,202021,All schools,All schools,Male,5610,34.7623,Dist,Provisional,Tech level
2021,202021,All schools and FE sector colleges,All Institutions,Male,9898,31.3018,Dist-,Provisional,Tech level
2021,202021,All state-funded schools,State-funded schools,Male,5520,34.74,Dist,Provisional,Tech level
2021,202021,All state-funded schools and colleges,All state-funded,Male,9808,31.2684,Dist-,Provisional,Tech level
2021,202021,Converter academies - mainstream,State-funded schools,Male,2444,35.8832,Dist,Provisional,Tech level
2021,202021,Free schools,State-funded schools,Male,75,38.1889,Dist+,Provisional,Tech level
2021,202021,Free schools 16-19,State-funded schools,Male,35,36.6346,Dist,Provisional,Tech level
2021,202021,Independent schools,Independent schools,Male,89,36.4259,Dist,Provisional,Tech level
2021,202021,Independent special schools,Independent schools,Male,0,z,z,Provisional,Tech level
2021,202021,LA maintained mainstream schools,State-funded schools,Male,883,35.1251,Dist,Provisional,Tech level
2021,202021,Other FE sector colleges,FE sector colleges,Male,3855,27.2639,Merit+,Provisional,Tech level
2021,202021,Sixth form colleges,FE sector colleges,Male,470,37.9142,Dist+,Provisional,Tech level
2021,202021,Sponsored academies - mainstream,State-funded schools,Male,1115,34.3762,Dist,Provisional,Tech level
2021,202021,Studio schools,State-funded schools,Male,98,30.9446,Dist-,Provisional,Tech level
2021,202021,University Technical Colleges (UTCs),State-funded schools,Male,861,32.3556,Dist-,Provisional,Tech level
2020,201920,All FE sector colleges,FE sector colleges,All students,14286,27.5366,Merit+,Provisional,Tech level
2020,201920,All independent schools,Independent schools,All students,85,32.4228,Dist-,Provisional,Tech level
2020,201920,All schools,All schools,All students,8015,34.686,Dist,Provisional,Tech level
2020,201920,All schools and FE sector colleges,All Institutions,All students,21967,29.7654,Merit+,Provisional,Tech level
2020,201920,All state-funded schools,State-funded schools,All students,7924,34.7059,Dist,Provisional,Tech level
2020,201920,All state-funded schools and colleges,All state-funded,All students,21876,29.7591,Merit+,Provisional,Tech level
2020,201920,Converter academies - mainstream,State-funded schools,All students,3721,35.5923,Dist,Provisional,Tech level
2020,201920,Free schools,State-funded schools,All students,44,37.9231,Dist+,Provisional,Tech level
2020,201920,Free schools 16-19,State-funded schools,All students,49,32.756,Dist-,Provisional,Tech level
2020,201920,Independent schools,Independent schools,All students,84,32.6923,Dist-,Provisional,Tech level
2020,201920,Independent special schools,Independent schools,All students,1,10,Pass-,Provisional,Tech level
2020,201920,LA maintained mainstream schools,State-funded schools,All students,1345,34.8708,Dist,Provisional,Tech level
2020,201920,Other FE sector colleges,FE sector colleges,All students,13520,27.1185,Merit+,Provisional,Tech level
2020,201920,Sixth form colleges,FE sector colleges,All students,766,35.5915,Dist,Provisional,Tech level
2020,201920,Sponsored academies - mainstream,State-funded schools,All students,1483,34.6982,Dist,Provisional,Tech level
2020,201920,Studio schools,State-funded schools,All students,153,31.6555,Dist-,Provisional,Tech level
2020,201920,University Technical Colleges (UTCs),State-funded schools,All students,1113,32.5915,Dist-,Provisional,Tech level
2020,201920,All FE sector colleges,FE sector colleges,Female,9945,28.3851,Merit+,Provisional,Tech level
2020,201920,All independent schools,Independent schools,Female,24,34.3697,Dist,Provisional,Tech level
2020,201920,All schools,All schools,Female,2465,36.8579,Dist+,Provisional,Tech level
2020,201920,All schools and FE sector colleges,All Institutions,Female,12141,29.8864,Merit+,Provisional,Tech level
2020,201920,All state-funded schools,State-funded schools,Female,2440,36.875,Dist+,Provisional,Tech level
2020,201920,All state-funded schools and colleges,All state-funded,Female,12116,29.881,Merit+,Provisional,Tech level
2020,201920,Converter academies - mainstream,State-funded schools,Female,1262,37.3856,Dist+,Provisional,Tech level
2020,201920,Free schools,State-funded schools,Female,2,50,Dist*,Provisional,Tech level
2020,201920,Free schools 16-19,State-funded schools,Female,15,30.3929,Dist-,Provisional,Tech level
2020,201920,Independent schools,Independent schools,Female,23,35.4386,Dist,Provisional,Tech level
2020,201920,Independent special schools,Independent schools,Female,1,10,Pass-,Provisional,Tech level
2020,201920,LA maintained mainstream schools,State-funded schools,Female,444,36.6429,Dist,Provisional,Tech level
2020,201920,Other FE sector colleges,FE sector colleges,Female,9640,28.135,Merit+,Provisional,Tech level
2020,201920,Sixth form colleges,FE sector colleges,Female,305,36.3867,Dist,Provisional,Tech level
2020,201920,Sponsored academies - mainstream,State-funded schools,Female,466,35.9617,Dist,Provisional,Tech level
2020,201920,Studio schools,State-funded schools,Female,50,30.4787,Dist-,Provisional,Tech level
2020,201920,University Technical Colleges (UTCs),State-funded schools,Female,197,37.8634,Dist+,Provisional,Tech level
2020,201920,All FE sector colleges,FE sector colleges,Male,4341,25.6235,Merit,Provisional,Tech level
2020,201920,All independent schools,Independent schools,Male,61,31.6556,Dist-,Provisional,Tech level
2020,201920,All schools,All schools,Male,5550,33.6453,Dist,Provisional,Tech level
2020,201920,All schools and FE sector colleges,All Institutions,Male,9826,29.5995,Merit+,Provisional,Tech level
2020,201920,All state-funded schools,State-funded schools,Male,5484,33.6645,Dist,Provisional,Tech level
2020,201920,All state-funded schools and colleges,All state-funded,Male,9760,29.5914,Merit+,Provisional,Tech level
2020,201920,Converter academies - mainstream,State-funded schools,Male,2459,34.5354,Dist,Provisional,Tech level
2020,201920,Free schools,State-funded schools,Male,42,37.3387,Dist+,Provisional,Tech level
2020,201920,Free schools 16-19,State-funded schools,Male,34,34.4792,Dist,Provisional,Tech level
2020,201920,Independent schools,Independent schools,Male,61,31.6556,Dist-,Provisional,Tech level
2020,201920,Independent special schools,Independent schools,Male,0,z,z,Provisional,Tech level
2020,201920,LA maintained mainstream schools,State-funded schools,Male,901,33.8276,Dist,Provisional,Tech level
2020,201920,Other FE sector colleges,FE sector colleges,Male,3880,24.6699,Merit,Provisional,Tech level
2020,201920,Sixth form colleges,FE sector colleges,Male,461,35.0028,Dist,Provisional,Tech level
2020,201920,Sponsored academies - mainstream,State-funded schools,Male,1017,34.0423,Dist,Provisional,Tech level
2020,201920,Studio schools,State-funded schools,Male,103,32.1951,Dist-,Provisional,Tech level
2020,201920,University Technical Colleges (UTCs),State-funded schools,Male,916,31.507,Dist-,Provisional,Tech level
2019,201819,All FE sector colleges,FE sector colleges,All students,12667,26.7524,Merit+,Provisional,Tech level
2019,201819,All independent schools,Independent schools,All students,45,29.5276,Merit+,Provisional,Tech level
2019,201819,All schools,All schools,All students,7077,32.1009,Dist-,Provisional,Tech level
2019,201819,All schools and FE sector colleges,All Institutions,All students,19468,28.4333,Merit+,Provisional,Tech level
2019,201819,All state-funded schools,State-funded schools,All students,7028,32.1219,Dist-,Provisional,Tech level
2019,201819,All state-funded schools and colleges,All state-funded,All students,19420,28.4331,Merit+,Provisional,Tech level
2019,201819,Converter academies - mainstream,State-funded schools,All students,3138,32.9758,Dist-,Provisional,Tech level
2019,201819,Free schools,State-funded schools,All students,37,37.0093,Dist+,Provisional,Tech level
2019,201819,Free schools 16-19,State-funded schools,All students,35,30.0862,Dist-,Provisional,Tech level
2019,201819,Independent schools,Independent schools,All students,44,30.2419,Dist-,Provisional,Tech level
2019,201819,Independent special schools,Independent schools,All students,1,0,U,Provisional,Tech level
2019,201819,LA maintained mainstream schools,State-funded schools,All students,1306,31.862,Dist-,Provisional,Tech level
2019,201819,Other FE sector colleges,FE sector colleges,All students,12000,26.3157,Merit,Provisional,Tech level
2019,201819,Sixth form colleges,FE sector colleges,All students,667,34.5649,Dist,Provisional,Tech level
2019,201819,Sponsored academies - mainstream,State-funded schools,All students,1483,31.1728,Dist-,Provisional,Tech level
2019,201819,Studio schools,State-funded schools,All students,160,30.3333,Dist-,Provisional,Tech level
2019,201819,University Technical Colleges (UTCs),State-funded schools,All students,855,31.1067,Dist-,Provisional,Tech level
2019,201819,All FE sector colleges,FE sector colleges,Female,8971,27.1258,Merit+,Provisional,Tech level
2019,201819,All independent schools,Independent schools,Female,8,23.4783,Merit,Provisional,Tech level
2019,201819,All schools,All schools,Female,2119,33.2842,Dist-,Provisional,Tech level
2019,201819,All schools and FE sector colleges,All Institutions,Female,10874,28.2155,Merit+,Provisional,Tech level
2019,201819,All state-funded schools,State-funded schools,Female,2109,33.3338,Dist-,Provisional,Tech level
2019,201819,All state-funded schools and colleges,All state-funded,Female,10864,28.2206,Merit+,Provisional,Tech level
2019,201819,Converter academies - mainstream,State-funded schools,Female,1065,34.582,Dist,Provisional,Tech level
2019,201819,Free schools,State-funded schools,Female,0,z,z,Provisional,Tech level
2019,201819,Free schools 16-19,State-funded schools,Female,17,31.125,Dist-,Provisional,Tech level
2019,201819,Independent schools,Independent schools,Female,7,27,Merit+,Provisional,Tech level
2019,201819,Independent special schools,Independent schools,Female,1,0,U,Provisional,Tech level
2019,201819,LA maintained mainstream schools,State-funded schools,Female,391,31.7546,Dist-,Provisional,Tech level
2019,201819,Other FE sector colleges,FE sector colleges,Female,8681,26.8606,Merit+,Provisional,Tech level
2019,201819,Sixth form colleges,FE sector colleges,Female,290,35.0103,Dist,Provisional,Tech level
2019,201819,Sponsored academies - mainstream,State-funded schools,Female,466,31.2859,Dist-,Provisional,Tech level
2019,201819,Studio schools,State-funded schools,Female,37,34.0476,Dist,Provisional,Tech level
2019,201819,University Technical Colleges (UTCs),State-funded schools,Female,129,33.8672,Dist,Provisional,Tech level
2019,201819,All FE sector colleges,FE sector colleges,Male,3696,25.8888,Merit,Provisional,Tech level
2019,201819,All independent schools,Independent schools,Male,37,30.8654,Dist-,Provisional,Tech level
2019,201819,All schools,All schools,Male,4958,31.5429,Dist-,Provisional,Tech level
2019,201819,All schools and FE sector colleges,All Institutions,Male,8594,28.7331,Merit+,Provisional,Tech level
2019,201819,All state-funded schools,State-funded schools,Male,4919,31.5489,Dist-,Provisional,Tech level
2019,201819,All state-funded schools and colleges,All state-funded,Male,8556,28.7264,Merit+,Provisional,Tech level
2019,201819,Converter academies - mainstream,State-funded schools,Male,2073,31.9914,Dist-,Provisional,Tech level
2019,201819,Free schools,State-funded schools,Male,37,37.0093,Dist+,Provisional,Tech level
2019,201819,Free schools 16-19,State-funded schools,Male,18,27.7778,Merit+,Provisional,Tech level
2019,201819,Independent schools,Independent schools,Male,37,30.8654,Dist-,Provisional,Tech level
2019,201819,Independent special schools,Independent schools,Male,0,z,z,Provisional,Tech level
2019,201819,LA maintained mainstream schools,State-funded schools,Male,915,31.9157,Dist-,Provisional,Tech level
2019,201819,Other FE sector colleges,FE sector colleges,Male,3319,24.9604,Merit,Provisional,Tech level
2019,201819,Sixth form colleges,FE sector colleges,Male,377,34.2301,Dist,Provisional,Tech level
2019,201819,Sponsored academies - mainstream,State-funded schools,Male,1017,31.1134,Dist-,Provisional,Tech level
2019,201819,Studio schools,State-funded schools,Male,123,29.2992,Merit+,Provisional,Tech level
2019,201819,University Technical Colleges (UTCs),State-funded schools,Male,726,30.6448,Dist-,Provisional,Tech level
2018,201718,All FE sector colleges,FE sector colleges,All students,7017,25.6,Merit,Revised,Tech level
2018,201718,All FE sector colleges,FE sector colleges,Female,5229,26.26,Merit,Revised,Tech level
2018,201718,All FE sector colleges,FE sector colleges,Male,1788,23.45,Merit,Revised,Tech level
2018,201718,All independent schools,Independent schools,All students,29,24.9,Merit,Revised,Tech level
2018,201718,All independent schools,Independent schools,Male,23,25.34,Merit,Revised,Tech level
2018,201718,All independent schools,Independent schools,Female,6,22.5,Merit-,Revised,Tech level
2018,201718,All schools,All schools,All students,5881,31.46,Dist-,Revised,Tech level
2018,201718,All schools,All schools,Male,4134,30.83,Dist-,Revised,Tech level
2018,201718,All schools,All schools,Female,1747,32.89,Dist-,Revised,Tech level
2018,201718,All schools and FE sector colleges,All Institutions,All students,12829,28.1,Merit+,Revised,Tech level
2018,201718,All schools and FE sector colleges,All Institutions,Female,6917,27.79,Merit+,Revised,Tech level
2018,201718,All schools and FE sector colleges,All Institutions,Male,5912,28.51,Merit+,Revised,Tech level
2018,201718,All state-funded schools,State-funded schools,All students,5852,31.49,Dist-,Revised,Tech level
2018,201718,All state-funded schools,State-funded schools,Male,4111,30.86,Dist-,Revised,Tech level
2018,201718,All state-funded schools,State-funded schools,Female,1741,32.92,Dist-,Revised,Tech level
2018,201718,All state-funded schools and colleges,All state-funded,All students,12800,28.11,Merit+,Revised,Tech level
2018,201718,All state-funded schools and colleges,All state-funded,Female,6911,27.8,Merit+,Revised,Tech level
2018,201718,All state-funded schools and colleges,All state-funded,Male,5889,28.53,Merit+,Revised,Tech level
2018,201718,Converter academies - mainstream,State-funded schools,All students,2566,32.23,Dist-,Revised,Tech level
2018,201718,Converter academies - mainstream,State-funded schools,Male,1698,31.29,Dist-,Revised,Tech level
2018,201718,Converter academies - mainstream,State-funded schools,Female,868,33.84,Dist,Revised,Tech level
2018,201718,Free schools,State-funded schools,All students,34,38.67,Dist+,Revised,Tech level
2018,201718,Free schools,State-funded schools,Male,30,39.17,Dist+,Revised,Tech level
2018,201718,Free schools,State-funded schools,Female,4,35,Dist,Revised,Tech level
2018,201718,Free schools 16-19,State-funded schools,All students,6,36.19,Dist,Revised,Tech level
2018,201718,Free schools 16-19,State-funded schools,Male,4,44.38,Dist*-,Revised,Tech level
2018,201718,Free schools 16-19,State-funded schools,Female,2,10,Pass-,Revised,Tech level
2018,201718,Independent schools,Independent schools,All students,29,24.9,Merit,Revised,Tech level
2018,201718,Independent schools,Independent schools,Male,23,25.34,Merit,Revised,Tech level
2018,201718,Independent schools,Independent schools,Female,6,22.5,Merit-,Revised,Tech level
2018,201718,Independent special schools,Independent schools,All students,0,0,U,Revised,Tech level
2018,201718,Independent special schools,Independent schools,Male,0,0,U,Revised,Tech level
2018,201718,Independent special schools,Independent schools,Female,0,0,U,Revised,Tech level
2018,201718,LA maintained mainstream schools,State-funded schools,All students,1186,31.5,Dist-,Revised,Tech level
2018,201718,LA maintained mainstream schools,State-funded schools,Male,790,30.64,Dist-,Revised,Tech level
2018,201718,LA maintained mainstream schools,State-funded schools,Female,396,33.03,Dist-,Revised,Tech level
2018,201718,Other FE sector colleges,FE sector colleges,All students,6678,25.2,Merit,Revised,Tech level
2018,201718,Other FE sector colleges,FE sector colleges,Female,5026,25.89,Merit,Revised,Tech level
2018,201718,Other FE sector colleges,FE sector colleges,Male,1652,22.92,Merit-,Revised,Tech level
2018,201718,Sixth form colleges,FE sector colleges,All students,339,32.63,Dist-,Revised,Tech level
2018,201718,Sixth form colleges,FE sector colleges,Female,203,34.38,Dist,Revised,Tech level
2018,201718,Sixth form colleges,FE sector colleges,Male,136,29.51,Merit+,Revised,Tech level
2018,201718,Sponsored academies - mainstream,State-funded schools,All students,1178,30.93,Dist-,Revised,Tech level
2018,201718,Sponsored academies - mainstream,State-funded schools,Male,837,30.8,Dist-,Revised,Tech level
2018,201718,Sponsored academies - mainstream,State-funded schools,Female,341,31.26,Dist-,Revised,Tech level
2018,201718,Studio schools,State-funded schools,All students,133,27.29,Merit+,Revised,Tech level
2018,201718,Studio schools,State-funded schools,Male,97,27.01,Merit+,Revised,Tech level
2018,201718,Studio schools,State-funded schools,Female,36,28.01,Merit+,Revised,Tech level
2018,201718,University Technical Colleges (UTCs),State-funded schools,All students,734,30.41,Dist-,Revised,Tech level
2018,201718,University Technical Colleges (UTCs),State-funded schools,Male,643,30.1,Dist-,Revised,Tech level
2018,201718,University Technical Colleges (UTCs),State-funded schools,Female,91,32.67,Dist-,Revised,Tech level
2017,201617,All FE sector colleges,FE sector colleges,All students,52225,31.13,Dist-,Revised,Tech level
2017,201617,All FE sector colleges,FE sector colleges,Female,23696,31.8,Dist-,Revised,Tech level
2017,201617,All FE sector colleges,FE sector colleges,Male,28529,30.61,Dist-,Revised,Tech level
2017,201617,All independent schools,Independent schools,All students,211,36.22,Dist,Revised,Tech level
2017,201617,All independent schools,Independent schools,Female,93,37.52,Dist+,Revised,Tech level
